"order_date","order_year","order_month","month_number","category","sales","quantity","discount","profit"
"2017-05-13","2017","May","5","Office Supplies","20.768","2.0","20.0","2.3364"
"2017-08-25","2017","August","8","Furniture","130.98","2.0","50.0","-89.0664"
"2017-04-27","2017","April","4","Furniture","139.58","7.0","0.0","39.0824"
"2017-07-23","2017","July","7","Technology","399.95","5.0","0.0","143.982"
"2017-01-12","2017","January","1","Office Supplies","760.98","5.0","80.0","-1141.47"
"2017-12-02","2017","December","12","Office Supplies","67.86","6.0","70.0","-45.24"
"2017-11-25","2017","November","11","Furniture","723.92","5.0","20.0","-81.441"
"2017-03-30","2017","March","3","Furniture","94.2","5.0","0.0","39.564"
"2017-02-16","2017","February","2","Office Supplies","18.368","2.0","20.0","6.1992"
"2017-02-16","2017","February","2","Furniture","600.558","3.0","30.0","-8.5794"
"2017-02-16","2017","February","2","Office Supplies","50.352","3.0","20.0","-8.1822"
"2017-02-16","2017","February","2","Office Supplies","28.032","6.0","20.0","3.504"
"2017-02-16","2017","February","2","Furniture","7.692","1.0","60.0","-3.6537"
"2017-10-24","2017","October","10","Furniture","517.405","5.0","30.0","-81.3065"
"2017-11-25","2017","November","11","Office Supplies","5.16","2.0","0.0","1.3416"
"2017-11-14","2017","November","11","Office Supplies","96.36","6.0","0.0","25.0536"
"2017-09-15","2017","September","9","Furniture","300.904","1.0","20.0","11.2839"
"2017-06-15","2017","June","6","Technology","239.976","3.0","20.0","26.9973"
"2017-06-15","2017","June","6","Furniture","31.168","4.0","20.0","9.3504"
"2017-06-15","2017","June","6","Furniture","120.96","2.0","40.0","-28.224"
"2017-06-15","2017","June","6","Technology","2239.936","8.0","20.0","223.9936"
"2017-06-15","2017","June","6","Office Supplies","76.608","8.0","20.0","6.7032"
"2017-06-15","2017","June","6","Office Supplies","142.776","1.0","20.0","17.847"
"2017-06-15","2017","June","6","Office Supplies","91.36","5.0","20.0","29.692"
"2017-07-11","2017","July","7","Technology","71.952","6.0","20.0","5.3964"
"2017-07-11","2017","July","7","Office Supplies","29.8","5.0","20.0","9.3125"
"2017-11-16","2017","November","11","Office Supplies","1.824","1.0","70.0","-1.3984"
"2017-03-18","2017","March","3","Office Supplies","46.2","4.0","0.0","21.252"
"2017-06-27","2017","June","6","Office Supplies","19.44","3.0","0.0","9.3312"
"2017-06-27","2017","June","6","Furniture","126.3","3.0","0.0","40.416"
"2017-06-27","2017","June","6","Technology","1287.45","5.0","0.0","244.6155"
"2017-04-06","2017","April","4","Office Supplies","8.1","5.0","70.0","-5.94"
"2017-12-08","2017","December","12","Office Supplies","13.248","4.0","20.0","3.6432"
"2017-12-08","2017","December","12","Technology","83.988","2.0","40.0","-20.997"
"2017-02-02","2017","February","2","Furniture","210.58","2.0","0.0","12.6348"
"2017-02-02","2017","February","2","Office Supplies","30.96","2.0","20.0","10.062"
"2017-02-02","2017","February","2","Technology","239.984","2.0","20.0","38.9974"
"2017-09-09","2017","September","9","Office Supplies","17.712","6.0","20.0","5.9778"
"2017-09-09","2017","September","9","Office Supplies","4.86","3.0","70.0","-3.564"
"2017-09-09","2017","September","9","Office Supplies","6.258","2.0","70.0","-5.215"
"2017-09-14","2017","September","9","Office Supplies","942.784","4.0","20.0","94.2784"
"2017-09-14","2017","September","9","Office Supplies","74.352","3.0","20.0","23.235"
"2017-12-13","2017","December","12","Furniture","287.976","3.0","20.0","7.1994"
"2017-03-17","2017","March","3","Office Supplies","4.608","2.0","20.0","1.6704"
"2017-05-28","2017","May","5","Technology","195.96","5.0","20.0","19.596"
"2017-05-28","2017","May","5","Office Supplies","15.552","3.0","20.0","5.4432"
"2017-05-28","2017","May","5","Technology","271.968","4.0","20.0","54.3936"
"2017-06-15","2017","June","6","Furniture","698.352","3.0","20.0","52.3764"
"2017-06-15","2017","June","6","Furniture","77.728","2.0","20.0","-3.8864"
"2017-03-18","2017","March","3","Technology","537.544","7.0","20.0","47.0351"
"2017-11-23","2017","November","11","Office Supplies","10.688","2.0","20.0","3.7408"
"2017-08-19","2017","August","8","Office Supplies","102.72","3.0","20.0","37.236"
"2017-10-26","2017","October","10","Office Supplies","33.282","3.0","70.0","-27.735"
"2017-10-26","2017","October","10","Technology","118.65","5.0","40.0","19.775"
"2017-10-26","2017","October","10","Office Supplies","14.76","5.0","20.0","4.9815"
"2017-05-30","2017","May","5","Office Supplies","37.52","4.0","0.0","18.0096"
"2017-11-03","2017","November","11","Technology","959.984","2.0","20.0","311.9948"
"2017-11-03","2017","November","11","Office Supplies","4.086","2.0","70.0","-2.9964"
"2017-11-03","2017","November","11","Office Supplies","55.984","2.0","20.0","4.1988"
"2017-11-03","2017","November","11","Office Supplies","10.688","2.0","20.0","3.7408"
"2017-03-21","2017","March","3","Office Supplies","8.856","3.0","20.0","2.8782"
"2017-09-24","2017","September","9","Office Supplies","15.51","1.0","0.0","3.8775"
"2017-09-24","2017","September","9","Technology","89.9","2.0","0.0","25.172"
"2017-09-24","2017","September","9","Office Supplies","14.28","4.0","0.0","3.7128"
"2017-09-24","2017","September","9","Office Supplies","12.72","3.0","0.0","4.9608"
"2017-09-24","2017","September","9","Office Supplies","15.75","5.0","0.0","7.56"
"2017-12-18","2017","December","12","Office Supplies","7.236","3.0","70.0","-6.03"
"2017-12-18","2017","December","12","Office Supplies","4.824","3.0","20.0","1.7487"
"2017-12-18","2017","December","12","Office Supplies","91.36","5.0","20.0","29.692"
"2017-12-18","2017","December","12","Office Supplies","130.112","2.0","20.0","13.0112"
"2017-12-24","2017","December","12","Office Supplies","21.312","3.0","20.0","7.992"
"2017-10-13","2017","October","10","Technology","209.94","6.0","0.0","39.8886"
"2017-10-13","2017","October","10","Technology","31.984","2.0","20.0","-7.996"
"2017-10-13","2017","October","10","Office Supplies","5083.96","5.0","20.0","1906.485"
"2017-08-20","2017","August","8","Technology","35.96","1.0","20.0","3.596"
"2017-12-01","2017","December","12","Office Supplies","15.92","5.0","20.0","5.373"
"2017-12-01","2017","December","12","Furniture","70.68","12.0","0.0","31.0992"
"2017-12-01","2017","December","12","Office Supplies","541.24","4.0","0.0","5.4124"
"2017-11-14","2017","November","11","Office Supplies","21.99","5.0","80.0","-32.985"
"2017-09-17","2017","September","9","Technology","480.0","4.0","0.0","225.6"
"2017-09-17","2017","September","9","Office Supplies","34.05","3.0","0.0","9.534"
"2017-10-20","2017","October","10","Technology","15.984","2.0","20.0","1.3986"
"2017-10-20","2017","October","10","Office Supplies","14.352","3.0","20.0","4.485"
"2017-12-01","2017","December","12","Furniture","629.64","9.0","0.0","107.0388"
"2017-10-28","2017","October","10","Office Supplies","21.93","3.0","0.0","10.3071"
"2017-11-04","2017","November","11","Technology","95.976","3.0","20.0","15.5961"
"2017-11-04","2017","November","11","Technology","143.928","9.0","20.0","-32.3838"
"2017-11-04","2017","November","11","Office Supplies","3.564","2.0","70.0","-2.97"
"2017-11-04","2017","November","11","Office Supplies","4.928","2.0","20.0","1.7248"
"2017-06-11","2017","June","6","Office Supplies","4.572","4.0","70.0","-3.81"
"2017-12-18","2017","December","12","Furniture","99.95","5.0","0.0","22.9885"
"2017-12-18","2017","December","12","Technology","29.34","3.0","0.0","10.8558"
"2017-08-27","2017","August","8","Office Supplies","12.672","3.0","20.0","3.96"
"2017-08-27","2017","August","8","Technology","1119.888","14.0","20.0","209.979"
"2017-10-10","2017","October","10","Furniture","239.358","3.0","30.0","-47.8716"
"2017-12-24","2017","December","12","Office Supplies","19.44","3.0","0.0","9.3312"
"2017-12-24","2017","December","12","Office Supplies","12.3","5.0","0.0","6.15"
"2017-12-22","2017","December","12","Furniture","934.956","6.0","40.0","-249.3216"
"2017-12-22","2017","December","12","Technology","46.864","2.0","20.0","7.6154"
"2017-12-22","2017","December","12","Office Supplies","26.16","3.0","20.0","1.962"
"2017-12-22","2017","December","12","Office Supplies","23.128","7.0","20.0","2.891"
"2017-12-22","2017","December","12","Office Supplies","59.24","5.0","20.0","16.291"
"2017-12-25","2017","December","12","Furniture","21.0","3.0","20.0","5.775"
"2017-12-25","2017","December","12","Technology","120.0","2.0","50.0","-7.2"
"2017-11-25","2017","November","11","Technology","299.96","5.0","20.0","37.495"
"2017-11-25","2017","November","11","Office Supplies","67.84","5.0","80.0","-179.776"
"2017-11-25","2017","November","11","Furniture","853.93","5.0","30.0","-24.398"
"2017-11-25","2017","November","11","Office Supplies","18.688","4.0","20.0","3.7376"
"2017-11-06","2017","November","11","Office Supplies","1.248","2.0","80.0","-1.9344"
"2017-12-02","2017","December","12","Office Supplies","19.728","9.0","20.0","1.7262"
"2017-12-02","2017","December","12","Technology","151.188","2.0","40.0","-25.198"
"2017-03-24","2017","March","3","Furniture","271.764","2.0","10.0","60.392"
"2017-04-25","2017","April","4","Furniture","344.981","7.0","15.00","28.4102"
"2017-11-23","2017","November","11","Office Supplies","36.288","7.0","20.0","12.7008"
"2017-11-23","2017","November","11","Office Supplies","78.304","2.0","20.0","29.364"
"2017-11-23","2017","November","11","Furniture","127.785","1.0","30.0","-31.0335"
"2017-11-23","2017","November","11","Office Supplies","6.104","2.0","80.0","-9.156"
"2017-10-01","2017","October","10","Technology","104.75","5.0","0.0","21.9975"
"2017-10-16","2017","October","10","Technology","18.528","2.0","20.0","4.4004"
"2017-10-16","2017","October","10","Furniture","1875.258","7.0","40.0","-968.8833"
"2017-11-11","2017","November","11","Technology","35.184","2.0","20.0","12.3144"
"2017-03-20","2017","March","3","Office Supplies","56.704","2.0","20.0","19.1376"
"2017-03-20","2017","March","3","Office Supplies","274.064","7.0","20.0","102.774"
"2017-05-13","2017","May","5","Furniture","458.43","5.0","30.0","-124.431"
"2017-11-18","2017","November","11","Office Supplies","92.52","6.0","0.0","24.9804"
"2017-11-18","2017","November","11","Office Supplies","37.76","1.0","0.0","10.5728"
"2017-11-18","2017","November","11","Office Supplies","7.38","2.0","0.0","3.4686"
"2017-11-18","2017","November","11","Furniture","5.82","2.0","0.0","2.7354"
"2017-07-12","2017","July","7","Office Supplies","3.816","1.0","20.0","1.1925"
"2017-05-19","2017","May","5","Office Supplies","26.16","4.0","0.0","12.8184"
"2017-03-18","2017","March","3","Office Supplies","13.9","5.0","0.0","3.753"
"2017-03-18","2017","March","3","Office Supplies","19.4","5.0","0.0","9.312"
"2017-09-01","2017","September","9","Office Supplies","314.6","4.0","0.0","103.818"
"2017-09-01","2017","September","9","Furniture","283.56","4.0","0.0","45.3696"
"2017-06-22","2017","June","6","Furniture","487.96","2.0","0.0","146.388"
"2017-11-21","2017","November","11","Technology","55.176","3.0","20.0","-12.4146"
"2017-12-16","2017","December","12","Office Supplies","5.984","2.0","20.0","2.244"
"2017-12-16","2017","December","12","Technology","189.95","5.0","0.0","45.588"
"2017-12-16","2017","December","12","Technology","149.95","5.0","0.0","31.4895"
"2017-12-16","2017","December","12","Office Supplies","29.95","5.0","0.0","8.6855"
"2017-12-16","2017","December","12","Office Supplies","44.4","3.0","0.0","22.2"
"2017-09-22","2017","September","9","Office Supplies","21.96","2.0","0.0","6.1488"
"2017-05-26","2017","May","5","Technology","23.08","2.0","0.0","6.924"
"2017-12-04","2017","December","12","Furniture","11.352","3.0","20.0","2.6961"
"2017-09-11","2017","September","9","Technology","143.952","6.0","20.0","17.994"
"2017-09-11","2017","September","9","Office Supplies","19.44","3.0","0.0","9.3312"
"2017-11-02","2017","November","11","Office Supplies","5.56","2.0","0.0","1.4456"
"2017-10-13","2017","October","10","Office Supplies","348.56","8.0","0.0","104.568"
"2017-10-12","2017","October","10","Technology","369.544","7.0","20.0","27.7158"
"2017-10-12","2017","October","10","Office Supplies","10.368","2.0","20.0","3.7584"
"2017-10-12","2017","October","10","Technology","791.88","3.0","20.0","128.6805"
"2017-01-19","2017","January","1","Technology","429.6","2.0","40.0","-93.08"
"2017-01-19","2017","January","1","Furniture","31.968","2.0","20.0","6.3936"
"2017-01-19","2017","January","1","Furniture","887.271","3.0","30.0","-63.3765"
"2017-01-19","2017","January","1","Office Supplies","21.696","4.0","20.0","7.0512"
"2017-03-18","2017","March","3","Office Supplies","90.86","7.0","0.0","26.3494"
"2017-11-24","2017","November","11","Office Supplies","7.78","1.0","0.0","3.501"
"2017-05-25","2017","May","5","Office Supplies","50.136","3.0","20.0","-11.2806"
"2017-09-04","2017","September","9","Office Supplies","88.074","7.0","70.0","-58.716"
"2017-05-28","2017","May","5","Furniture","27.46","2.0","0.0","9.8856"
"2017-05-28","2017","May","5","Office Supplies","125.13","3.0","0.0","36.2877"
"2017-09-30","2017","September","9","Technology","159.98","2.0","0.0","47.994"
"2017-05-20","2017","May","5","Office Supplies","8.288","2.0","20.0","3.0044"
"2017-05-20","2017","May","5","Technology","1123.128","9.0","20.0","70.1955"
"2017-05-20","2017","May","5","Office Supplies","64.9","5.0","0.0","18.821"
"2017-06-12","2017","June","6","Technology","71.976","3.0","20.0","8.997"
"2017-06-12","2017","June","6","Office Supplies","19.44","3.0","0.0","9.3312"
"2017-08-07","2017","August","8","Technology","707.88","3.0","20.0","44.2425"
"2017-08-07","2017","August","8","Office Supplies","11.952","3.0","20.0","4.1832"
"2017-08-07","2017","August","8","Office Supplies","31.128","3.0","20.0","11.673"
"2017-08-07","2017","August","8","Technology","55.76","4.0","0.0","7.8064"
"2017-08-07","2017","August","8","Office Supplies","24.56","2.0","0.0","11.5432"
"2017-08-07","2017","August","8","Furniture","51.75","1.0","0.0","15.525"
"2017-08-07","2017","August","8","Furniture","207.184","1.0","20.0","25.898"
"2017-08-07","2017","August","8","Office Supplies","1473.1","5.0","0.0","412.468"
"2017-08-03","2017","August","8","Technology","39.816","3.0","20.0","7.4655"
"2017-08-03","2017","August","8","Office Supplies","16.06","1.0","0.0","4.1756"
"2017-12-11","2017","December","12","Office Supplies","7.28","1.0","0.0","3.4944"
"2017-12-11","2017","December","12","Office Supplies","5.4","3.0","0.0","2.592"
"2017-09-30","2017","September","9","Office Supplies","20.664","7.0","20.0","6.9741"
"2017-11-24","2017","November","11","Office Supplies","13.762","1.0","80.0","-24.7716"
"2017-11-14","2017","November","11","Office Supplies","15.28","2.0","0.0","7.4872"
"2017-10-13","2017","October","10","Office Supplies","11.07","3.0","0.0","5.2029"
"2017-10-13","2017","October","10","Furniture","1504.52","4.0","0.0","346.0396"
"2017-10-13","2017","October","10","Office Supplies","25.92","4.0","0.0","12.4416"
"2017-11-04","2017","November","11","Office Supplies","7.536","6.0","80.0","-13.188"
"2017-11-04","2017","November","11","Office Supplies","1.408","2.0","80.0","-2.3232"
"2017-11-04","2017","November","11","Office Supplies","4.144","4.0","80.0","-6.4232"
"2017-11-04","2017","November","11","Office Supplies","52.752","3.0","20.0","-12.5286"
"2017-03-19","2017","March","3","Office Supplies","381.36","7.0","0.0","106.7808"
"2017-07-23","2017","July","7","Office Supplies","15.192","3.0","20.0","5.5071"
"2017-07-23","2017","July","7","Office Supplies","58.32","9.0","0.0","27.9936"
"2017-02-11","2017","February","2","Furniture","147.568","2.0","20.0","-3.6892"
"2017-10-27","2017","October","10","Office Supplies","56.784","7.0","20.0","20.5842"
"2017-10-27","2017","October","10","Office Supplies","5.607","3.0","70.0","-3.9249"
